Filename,GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,,
D:\5d chess\games\t0\5dpgn20250125_223412.txt,1,test,Opponent,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5
3.{20:05}(0T3)c2c3 / {20:05}(0T3)c7c6
4.{20:05}(0T4)Bc1f4 / {20:05}(0T4)Bc8f5
5.{20:05}(0T5)e2e3 / {20:05}(0T5)e7e6
6.{20:05}(0T6)Bf1d3 / {20:05}(0T6)Bf5d3
7.{20:05}(0T7)Qd1d3 / {20:05}(0T7)Bf8d6
8.{20:02}(0T8)Bf4d6 / {20:05}(0T8)Qd8d6
9.{20:02}(0T9)Nf3e5 / {19:58}(0T9)Nb8d7
10.{20:02}(0T10)Nb1d2 / {19:56}(0T10)a7a5
11.{20:02}(0T11)Nd2f3 / {19:47}(0T11)Nd7e5
12.{20:02}(0T12)Nf3e5 / {19:47}(0T12)a5a4
13.{20:02}(0T13)a2a3 / {19:10}(0T13)b7b6
14.{19:44}(0T14)h2h4 / {19:07}(0T14)c6c5
15.{19:17}(0T15)Qd3b5",1,0,2025.01.25,,
D:\5d chess\games\t0\andrey\5dpgn20230205_233055.txt,2,Opponent,test,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:04}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{20:05}(0T4)Bc1g5 / {20:05}(0T4)Bc8f5 
5.{20:05}(0T5)e2e3 / {20:05}(0T5)Nb8d7 
6.{20:04}(0T6)Bf1d3 / {20:05}(0T6)Bf5d3 
7.{20:04}(0T7)Qd1d3 / {20:05}(0T7)Qd8b6 
8.{18:32}(0T8)Nb1d2 / {20:05}(0T8)Qb6b5 
9.{18:31}(0T9)Qd3b5 / {20:05}(0T9)c6b5 
10.{15:35}(0T10)Nf3e5 / {19:19}(0T10)h7h6 
11.{14:17}(0T11)Bg5f4 / {17:47}(0T11)Nd7e5 
12.{13:49}(0T12)d4e5 / {17:47}(0T12)Nf6h5 
13.{9:43}(0T13)Nd2f3 / {17:42}(0T13)Nh5f4 
14.{9:43}(0T14)e3f4 / {17:42}(0T14)Ke8c8 
15.{9:15}(0T15)Nf3d4 / {17:41}(0T15)a7a6 
16.{9:00}(0T16)a2a4 / {16:40}(0T16)e7e6 
17.{8:47}(0T17)a4b5 / {16:39}(0T17)Bf8c5 
18.{5:22}(0T18)Ra1a6 / {16:35}(0T18)Bc5d4 
19.{5:22}(0T19)Ra6a8 / {16:40}(0T19)Kc8c7 
20.{5:24}(0T20)Ra8>>(0T14)a8 / {16:32}(1T14)Ke8d7 
21.{3:21}(1T15)e5e6 / {15:12}(1T15)Kd7c7 
22.{2:12}(1T16)e3f4 / {15:02}(1T16)f7f6 
23.{1:29}(1T17)Nf3d4 / {14:56}(1T17)a7a6 
24.{1:29}(1T18)Nd4b3 / {8:46}(1T18)Kc7b6 
25.{0:24}(1T19)a2a4 / {7:47}(1T19)g7g5 
26.{0:24}(1T20)a4a5 / {4:32}(1T20)Kb6c7 (0T20)Rh8g8 
27.{0:29}(1T21)Nb3c5 (0T21)b5b6 / {3:44}(0T21)Kc7>>(0T20)b8 
28.{0:34}(-1T21)b5b6 / {3:49}(-1T21)Kc7>>(0T20)b8 
29.{0:29}(-2T21)b5b6 ",1,0,2023.02.05,,
D:\5d chess\games\t0\andrey\5dpgn20230206_002755.txt,3,test,Opponent,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)b2b4 / {19:18}(0T2)d7d5 
3.{20:05}(0T3)Bc1b2 / {16:59}(0T3)Qd8d6 
4.{19:39}(0T4)Ng1h3 / {14:50}(0T4)g7g6 
5.{19:16}(0T5)Qd1f3 / {14:02}(0T5)Bc8g4 
6.{17:50}(0T6)Qf3f4 / {9:39}(0T6)Qd6c6 
7.{13:55}(0T7)Nb1a3 / {8:27}(0T7)Nb8d7 
8.{10:03}(0T8)Nh3g5 / {4:38}(0T8)Bg4e6 
9.{5:35}(0T9)Bb2f6 / {3:46}(0T9)Nd7f6 
10.{5:35}(0T10)Bf1b5 / {2:20}(0T10)Be6g4 
11.{5:35}(0T11)Bb5c6 / {2:20}(0T11)b7c6 
12.{5:10}(0T12)Qf4c7 / {2:13}(0T12)Ra8c8 
13.{3:27}(0T13)Qc7f4 / {1:54}(0T13)Bf8h6 
14.{1:49}(0T14)f2f3 / {1:43}(0T14)Bg4f5 
15.{0:57}(0T15)Ke1c1 / {1:34}(0T15)Bh6g7 
16.{0:51}(0T16)d2d4 / {1:30}(0T16)c6c5 
17.{0:38}(0T17)b4c5 / {1:15}(0T17)Nf6d7 
18.{0:29}(0T18)Rd1d2 / {1:15}(0T18)Nd7c5 
19.{0:26}(0T19)Na3b5 / {1:10}(0T19)Nc5>>(0T18)c3 
20.{0:29}(0T20)Qf4>>(0T16)b8 / {0:46}(1T16)Ke8g8 
21.{0:26}(1T17)Qf4f5 / {0:46}(1T17)Rc8b8 
22.{0:19}(1T18)Ng5e6 / {0:51}(1T18)f7e6 
23.{0:24}(1T19)Qf5>>(1T17)d7 / {0:51}(2T17)Bf5c2 
24.{0:24}(2T18)Na3c2 / {0:47}(2T18)Rc8b8 ",0,1,2023.02.05,,
D:\5d chess\games\t0\andrey\anniversary andrey vs mauer01 game 2.txt,4,andrey,mauer01,"1.{10:03}(0T1)Ng1f3 / {10:03}(0T1)Ng8f6 
2.{10:02}(0T2)d2d4 / {10:02}(0T2)e7e6 
3.{10:01}(0T3)c2c3 / {10:03}(0T3)c7c5 
4.{9:42}(0T4)Bc1g5 / {10:02}(0T4)c5d4 
5.{8:55}(0T5)Qd1d4 / {10:02}(0T5)Nb8c6 
6.{8:46}(0T6)Bg5f6 / {10:02}(0T6)g7f6 
7.{7:59}(0T7)Qd4h4 / {10:02}(0T7)Qd8e7 
8.{7:28}(0T8)e2e3 / {9:49}(0T8)d7d5 
9.{7:07}(0T9)Bf1b5 / {9:45}(0T9)Bc8d7 
10.{6:43}(0T10)Nb1d2 / {9:40}(0T10)Ra8d8 
11.{6:16}(0T11)Nd2b3 / {8:46}(0T11)Nc6e5 
12.{5:38}(0T12)Nf3e5 / {8:09}(0T12)Bd7b5 
13.{5:18}(0T13)Ne5f7 / {8:06}(0T13)Qe7f7 
14.{5:18}(0T14)Nb3d4 / {7:27}(0T14)Bb5d7 
15.{5:17}(0T15)Nd4e6 / {7:02}(0T15)Qf7e6 
16.{5:17}(0T16)Qh4h5 / {7:05}(0T16)Qe6f7 
17.{5:19}(0T17)Qh5>>(0T15)f7 / {6:49}(1T15)Ke8f7 
18.{5:19}(1T16)Nd4f5 / {6:49}(1T16)e6f5 
19.{5:22}(1T17)Qh4h5 / {6:41}(0T17)Qf7>>(1T16)g6 
20.{5:19}(-1T17)Qh4h7 ",1,0,2024.07.27,,
D:\5d chess\games\t0\andrey\anniversary mauer01 vs andrey game 1.txt,5,mauer01,andrey,"1.{6:42}(0T1)Ng1f3 / {5:08}(0T1)Ng8f6 
2.{6:42}(0T2)c2c4 / {5:08}(0T2)c7c5 
3.{6:42}(0T3)Nb1c3 / {5:08}(0T3)Nb8c6 
4.{6:42}(0T4)e2e3 / {5:08}(0T4)b7b6 
5.{6:42}(0T5)Bf1d3 / {5:08}(0T5)Bc8b7 
6.{6:42}(0T6)Nc3b5 / {5:08}(0T6)e7e6 
7.{6:42}(0T7)Qd1e2 / {5:08}(0T7)a7a6 
8.{6:42}(0T8)Nb5a3 / {5:08}(0T8)Bf8d6 
9.{6:42}(0T9)b2b3 / {5:08}(0T9)Nc6e5 
10.{6:42}(0T10)Bc1b2 / {5:08}(0T10)Ne5d3 
11.{6:42}(0T11)Qe2d3 / {5:08}(0T11)Bb7f3 
12.{6:42}(0T12)g2f3 / {5:08}(0T12)Qd8c7 
13.{6:42}(0T13)Bb2f6 / {5:08}(0T13)g7f6 
14.{6:42}(0T14)Qd3e4 / {5:08}(0T14)Qc7c6 
15.{6:42}(0T15)Qe4c6 / {5:08}(0T15)d7c6 
16.{6:42}(0T16)Na3c2 / {5:08}(0T16)Ra8d8 
17.{6:42}(0T17)Rh1g1 / {5:08}(0T17)Bd6e5 
18.{6:42}(0T18)Ra1d1 / {5:08}(0T18)h7h5 
19.{6:42}(0T19)f3f4 / {5:08}(0T19)Be5d6 
20.{6:42}(0T20)d2d4 / {5:08}(0T20)Ke8e7 
21.{6:42}(0T21)Ke1e2 / {5:08}(0T21)Bd6>>(0T17)d2 
22.{6:42}(-1T18)Ke1d2 / {5:08}(-1T18)Bd6e5 
23.{6:42}(-1T19)Nc2d4 / {5:08}(-1T19)c5d4 
24.{6:42}(-1T20)Kd2e1 / {5:08}(-1T20)d4e3 
25.{6:42}(-1T21)f2e3 / {5:08}(-1T21)Be5b2 
26.{6:42}(-1T22)Ra1d1 (0T22)Rg1g7 / {5:08}(-1T22)Rd8d1 (0T22)Rh8g8 
27.{6:42}(0T23)Rg7>>(0T13)g7 / {5:08}(1T13)Bd6h2 
28.{6:42}(1T14)Bb2f6 / {5:08}(1T14)Bh2>>(0T14)h1 
29.{6:42}(-2T15)Ke1c1 (1T15)Bf6e7 / {5:08}(1T15)Ke8e7 (-2T15)Bd6e5 
30.{6:42}(-2T16)Na3c2 (1T16)Rg7f7 / {5:08}(1T16)Ke7f7 (-2T16)Be5a1 
31.{6:42}(-2T17)Nc2a1 (1T17)Rh1h7 / {5:08}(1T17)Kf7g8 (-2T17)Qc7h2 
32.{6:42}(1T18)Qd3>>(1T15)g6 / {5:08}(2T15)h7g6 
33.{6:42}(2T16)Qd3g6 / {5:08}(0T23)Rg8>>(0T2)g8 
34.{6:42}(-3T3)Nb1c3 / {5:08}(-3T3)e7e6 
35.{6:42}(-3T4)e2e3 / {5:08}(-3T4)Bf8b4 
36.{6:42}(-3T5)Qd1b3 / {5:08}(-3T5)Qd8e7 
37.{6:42}(-3T6)a2a3 / {5:08}(-3T6)Bb4d6 
38.{6:42}(-3T7)Bf1d3 / {5:08}(-3T7)Nb8c6 
39.{6:42}(-3T8)Nc3e4 / {5:08}(-3T8)Nf6e4 
40.{6:42}(-3T9)Bd3e4 / {5:08}(-3T9)Nc6a5 
41.{6:42}(-3T10)Qb3c3 / {5:08}(-3T10)Na5c6 
42.{6:42}(-3T11)b2b3 / {5:08}(-3T11)a7a5 
43.{6:42}(-3T12)a3a4 / {5:08}(-3T12)Bd6b4 
44.{6:42}(-3T13)Qc3d3 / {5:08}(-3T13)Bb4c5 
45.{6:42}(-3T14)Bc1b2 / {5:08}(-3T14)Bc5e3 
46.{6:42}(-3T15)f2e3 / {5:08}(-3T15)Qe7b4 
47.{6:42}(0T24)Nc2>>(0T22)c3 (-2T18)Qe4>>(-2T15)b7 / {5:08}(4T15)Qc7b7 ",0,1,2024.07.27,,
D:\5d chess\games\t0\andrey\league andrey vs mauer01 game 1.txt,6,andrey,mauer01,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:01}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {20:01}(0T3)c7c6 
4.{20:05}(0T4)Bc1f4 / {20:01}(0T4)Bc8f5 
5.{20:05}(0T5)e2e3 / {20:01}(0T5)e7e6 
6.{20:05}(0T6)Bf1d3 / {20:01}(0T6)Bf5d3 
7.{20:05}(0T7)Qd1d3 / {19:53}(0T7)Bf8d6 
8.{20:04}(0T8)Bf4d6 / {19:53}(0T8)Qd8d6 
9.{20:04}(0T9)Nb1d2 / {19:53}(0T9)Nb8d7 
10.{20:03}(0T10)a2a4 / {19:53}(0T10)a7a5 
11.{19:25}(0T11)Ra1a3 / {19:08}(0T11)Ra8b8 
12.{18:48}(0T12)Ra3b3 / {18:43}(0T12)Nf6g4 
13.{17:22}(0T13)Rh1f1 / {16:55}(0T13)Ng4h2 
14.{13:36}(0T14)Rf1h1 / {15:27}(0T14)Nh2g4 
15.{13:32}(0T15)Rh1h7 / {15:27}(0T15)Rh8h7 
16.{8:36}(0T16)Nf3e5 / {15:18}(0T16)Rh7h1 
17.{8:30}(0T17)Nd2f1 / {14:59}(0T17)Nd7e5 
18.{8:13}(0T18)d4e5 / {14:56}(0T18)Qd6e5 
19.{4:07}(0T19)c3c4 / {12:48}(0T19)Qe5f5 
20.{3:02}(0T20)Qd3f5 / {12:48}(0T20)e6f5 
21.{1:11}(0T21)Rb3a3 / {12:12}(0T21)Rh1g1 
22.{0:50}(0T22)Ra3>>(0T13)a3 / {12:12}(1T13)Nd7f6 
23.{0:49}(1T14)Rb3b7 / {12:12}(1T14)Rb8b7 
24.{0:45}(1T15)Qd3a6 / {12:12}(1T15)Ke8g8 
25.{0:45}(1T16)Qa6b7 / {12:10}(1T16)Rf8b8 
26.{0:37}(1T17)Qb7a7 / {12:01}(1T17)Ng4f2 
27.{0:26}(1T18)Nf3e5 / {11:55}(1T18)Qd6e5 
28.{0:26}(1T19)Qa7e7 / {11:56}(0T22)Rg1>>(0T0)g1 
29.{0:31}(-1T1)Rh1g1 / {11:56}(-1T1)e7e6 
30.{0:31}(-1T2)e2e3 / {11:56}(-1T2)Qd8f6 
31.{0:31}(-1T3)Qd1f3 / {11:56}(-1T3)Qf6f3 
32.{0:31}(-1T4)g2f3 / {11:45}(-1T4)g7g6 
33.{0:31}(-1T5)Nb1c3 / {11:45}(-1T5)f7f5 
34.{0:30}(-1T6)b2b3 / {11:45}(-1T6)Nb8c6 
35.{0:35}(-1T7)Nc3b5 / {11:50}(-1T7)Bf8>>(-1T1)f2 
36.{0:35}(-2T2)Ke1f2 / {11:50}(-2T2)Ng8h6 
37.{0:35}(-2T3)e2e3 / {11:50}(-2T3)e7e6 
38.{0:35}(-2T4)g2g3 / {11:50}(-2T4)Qd8f6 
39.{0:35}(-2T5)Qd1f3 / {11:47}(-2T5)Nh6g4 ",0,1,2024.07.13,,
D:\5d chess\games\t0\andrey\league mauer01 vs andrey game 2.txt,7,mauer01,andrey,"1.{20:04}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)Ng1f3 / {20:05}(0T2)e7e6 
3.{20:05}(0T3)b2b3 / {19:06}(0T3)Bf8c5 
4.{20:02}(0T4)Bc1b2 / {18:14}(0T4)Nb8c6 
5.{17:49}(0T5)Bf1d3 / {17:35}(0T5)Qd8e7 
6.{17:08}(0T6)Nb1c3 / {15:33}(0T6)b7b6 
7.{16:38}(0T7)Nc3e4 / {14:58}(0T7)Bc8b7 
8.{14:14}(0T8)Ne4f6 / {14:58}(0T8)g7f6 
9.{14:14}(0T9)Qd1e2 / {13:06}(0T9)Nc6b4 
10.{13:07}(0T10)Rh1g1 / {10:58}(0T10)Bc5d6 
11.{10:51}(0T11)g2g4 / {8:10}(0T11)Nb4d3 
12.{10:51}(0T12)c2d3 / {6:06}(0T12)Bd6b4 
13.{7:37}(0T13)a2a3 / {3:38}(0T13)Bb4d6 
14.{7:27}(0T14)g4g5 / {3:34}(0T14)e6e5 
15.{6:35}(0T15)Nf3h4 / {3:19}(0T15)f6g5 
16.{6:35}(0T16)Nh4f5 / {3:18}(0T16)Qe7f6 
17.{6:26}(0T17)Qe2g4 / {2:38}(0T17)h7h5 
18.{5:28}(0T18)Nf5d6 / {2:34}(0T18)c7d6 
19.{5:16}(0T19)Qg4a4 / {1:21}(0T19)Bb7c6 
20.{3:45}(0T20)Bb2e5 / {1:22}(0T20)Qf6e5 
21.{3:50}(0T21)Qa4>>(0T18)d7 / {1:22}(1T18)Ke8d7 
22.{3:37}(1T19)Nf5d6 / {1:10}(1T19)Kd7d6 
23.{3:25}(1T20)Bb2e5 / {1:04}(1T20)Qf6e5 
24.{3:30}(1T21)Qg4b4 / {0:45}(0T21)Qe5>>(0T19)e3 
25.{3:30}(-1T20)d2e3 / {0:19}(-1T20)Qf6f2 
26.{3:35}(-1T21)Ke1f2 / {0:22}(-1T21)Bb7>>(-1T20)c7 
27.{3:05}(-2T21)Qa4g4 ",1,0,2024.07.13,,
D:\5d chess\games\t0\andrey\rated Andrey vs mauer01 game 1.txt,8,Andrey,mauer01,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{20:05}(0T4)Bc1f4 / {20:05}(0T4)Bc8f5 
5.{20:05}(0T5)e2e3 / {20:05}(0T5)e7e6 
6.{20:05}(0T6)Bf1d3 / {20:05}(0T6)Bf5d3 
7.{20:05}(0T7)Qd1d3 / {20:05}(0T7)Bf8d6 
8.{20:05}(0T8)Bf4d6 / {20:05}(0T8)Qd8d6 
9.{20:05}(0T9)Nb1d2 / {20:05}(0T9)Nb8d7 
10.{20:00}(0T10)Nd2b3 / {20:03}(0T10)Nf6e4 
11.{19:43}(0T11)Qd3e2 / {20:03}(0T11)Nd7f6 
12.{19:25}(0T12)Nf3e5 / {19:54}(0T12)Qd6e7 
13.{15:47}(0T13)Nb3a5 / {19:26}(0T13)Ra8c8 
14.{12:55}(0T14)Na5c6 / {19:14}(0T14)Rc8c6 
15.{12:48}(0T15)Ne5c6 / {19:14}(0T15)b7c6 
16.{12:41}(0T16)Qe2a6 / {19:12}(0T16)Qe7c7 
17.{12:26}(0T17)Qa6a3 / {18:12}(0T17)Qc7b6 
18.{11:38}(0T18)Qa3>>(0T14)e7 / {18:17}(0T18)Qb6>>(0T0)b6 
19.{10:54}(-1T1)e2e3 / {18:17}(-1T1)Ng8f6 
20.{10:48}(-1T2)Ng1f3 / {18:17}(-1T2)d7d5 
21.{10:13}(-1T3)c2c3 / {18:17}(-1T3)c7c6 
22.{10:13}(-1T4)d2d4 / {18:17}(-1T4)Qd8d6 
23.{9:44}(-1T5)Bf1d3 / {18:14}(-1T5)Bc8g4 
24.{9:40}(-1T6)Nb1d2 / {18:12}(-1T6)Nb8d7 
25.{9:00}(-1T7)Qd1c2 / {18:08}(-1T7)Ke8c8 
26.{8:29}(-1T8)a2a4 / {18:08}(-1T8)Nf6e4 
27.{8:29}(-1T9)Nd2e4 / {18:08}(-1T9)d5e4 
28.{8:29}(-1T10)Bd3e4 / {17:51}(-1T10)e7e5 
29.{7:20}(-1T11)Nf3e5 / {17:41}(-1T11)Nd7e5 
30.{7:20}(-1T12)Be4f5 / {17:41}(-1T12)Kc8b8 
31.{7:20}(-1T13)Bf5c8 / {17:41}(-1T13)Rd8c8 
32.{7:20}(-1T14)Qc2f5 / {17:41}(1T14)Ke8e7 (-1T14)Bg4f5 
33.{7:18}(-1T15)Ra1a3 (1T15)Na5c6 / {17:25}(-1T15)Qb6>>(-1T11)b2 
34.{6:24}(-2T12)Ne5c6 / {17:25}(-2T12)Qb6c6 
35.{6:24}(-2T13)Be4c6 / {17:25}(-2T13)Qd6c6 
36.{6:24}(-2T14)Qc2b2 / {17:25}(-2T14)Bg4d1 
37.{6:22}(-2T15)Ke1d1 ",1,0,2023.05.31,,
D:\5d chess\games\t0\andrey\rated mauer01 vs andrey game 1.txt,9,mauer01,andrey,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)b2b4 / {20:05}(0T2)e7e6 
3.{20:05}(0T3)Bc1b2 / {19:05}(0T3)h7h5 
4.{20:05}(0T4)Qd1f3 / {18:59}(0T4)Nb8c6 
5.{20:04}(0T5)a2a3 / {18:16}(0T5)Bf8d6 
6.{20:00}(0T6)Bf1d3 / {17:21}(0T6)Bd6e5 
7.{19:39}(0T7)Bb2e5 / {17:20}(0T7)Nc6e5 
8.{19:39}(0T8)Qf3g3 / {16:06}(0T8)Nf6g4 
9.{19:32}(0T9)Ng1f3 / {15:38}(0T9)Qd8f6 
10.{19:27}(0T10)Nb1c3 / {11:45}(0T10)h5h4 
11.{16:27}(0T11)Qg3f4 / {6:45}(0T11)Ne5d3 
12.{16:27}(0T12)c2d3 / {5:38}(0T12)Qf6f4 
13.{16:26}(0T13)e3f4 / {5:24}(0T13)d7d6 
14.{15:36}(0T14)Nc3b5 / {5:24}(0T14)Ke8g8 
15.{15:26}(0T15)Ke1g1 / {4:35}(0T15)Bc8d7 
16.{14:51}(0T16)Nb5c7 / {4:20}(0T16)Ra8c8 
17.{14:51}(0T17)Ra1c1 / {3:31}(0T17)e6e5 
18.{14:16}(0T18)Nf3h4 / {3:14}(0T18)Rc8c7 
19.{13:47}(0T19)Nh4g6 / {3:14}(0T19)f7g6 
20.{13:47}(0T20)Rc1c7 / {2:47}(0T20)Bd7c6 
21.{13:47}(0T21)f2f3 / {2:28}(0T21)Ng4f6 
22.{12:21}(0T22)Rf1c1 / {2:16}(0T22)Nf6d5 
23.{12:20}(0T23)Rc7g7 / {2:16}(0T23)Kg8g7 
24.{12:19}(0T24)Rc1c4 / {2:06}(0T24)Rf8f5 
25.{12:23}(0T25)Rc4>>(0T1)c4 / {2:00}(1T1)e7e6 
26.{12:23}(1T2)Ng1f3 / {2:00}(1T2)Ng8f6 
27.{12:23}(1T3)e2e3 / {2:00}(1T3)Nb8c6 
28.{12:23}(1T4)Rc4c6 / {2:00}(1T4)b7c6 
29.{12:23}(1T5)Nb1c3 / {1:58}(1T5)Bf8c5 
30.{12:23}(1T6)Qd1e2 / {1:58}(1T6)Qd8e7 
31.{12:06}(1T7)a2a3 / {1:58}(1T7)a7a5 
32.{12:06}(1T8)b2b4 / {1:58}(1T8)Bc5d6 
33.{12:02}(1T9)b4b5 / {1:41}(1T9)c6c5 
34.{12:02}(1T10)b5b6 / {1:41}(1T10)c7b6 
35.{12:02}(1T11)Nc3b5 / {1:40}(1T11)Bc8a6 
36.{12:02}(1T12)c2c4 / {1:40}(1T12)Nf6g4 
37.{11:50}(1T13)Nb5d6 / {1:40}(1T13)Qe7d6 
38.{11:55}(1T14)Nf3g5 / {1:32}(1T14)Ng4>>(0T14)g2 
39.{11:17}(1T15)Bc1>>(1T11)c5 / {1:29}(2T11)Bd6c5 
40.{11:17}(2T12)Nc3e4 / {1:29}(2T12)Nf6e4 
41.{11:17}(2T13)Nf3e5 / {1:28}(2T13)Bc5e3 
42.{11:22}(2T14)Qe2b5 / {1:10}(0T25)Rf5>>(0T0)f5 
43.{11:22}(-2T1)Ng1f3 / {1:10}(-2T1)Rf5f3 
44.{11:22}(-2T2)g2f3 / {1:10}(-2T2)e7e6 
45.{11:21}(-2T3)h2h4 / {1:10}(-2T3)c7c6 
46.{11:21}(-2T4)Bf1h3 / {1:10}(-2T4)Qd8b6 
47.{11:21}(-2T5)Bh3e6 / {1:10}(-2T5)d7e6 
48.{11:25}(-2T6)d2d4 / {0:38}(-2T6)Qb6>>(-2T2)f2 
49.{11:26}(-3T3)Ke1f2 / {0:38}(-3T3)Ng8f6 
50.{11:26}(-3T4)e2e3 / {0:38}(-3T4)Nf6g4 
51.{11:26}(-3T5)f3g4 / {0:38}(-3T5)e7e6 
52.{11:12}(-3T6)g4g5 / {0:38}(-3T6)Qd8g5 
53.{10:25}(-3T7)Qd1g4 (-2T7)Bc1f4 / {0:38}(-3T7)Qg5g4 (-2T7)Ng8f6 
54.{10:25}(-2T8)Bf4>(-3T8)g4 / {0:38}(-3T8)f7f5 (-2T8)Nf6d5 
55.{7:55}(-2T9)Ke1g1 (-3T9)Bg4h5 / {0:43}(-2T9)Bf8>(-3T9)f7 
56.{8:00}(-2T10)Qd1>>(-2T8)d3 / {0:43}(3T8)Nb8d7 
57.{8:00}(3T9)Qd3g6 / {0:48}(3T9)Ke8e7 
58.{8:05}(3T10)Qg6>>(3T9)f7 / {0:40}(4T9)Ke8f7 ",0,1,2023.05.31,,
D:\5d chess\games\t0\andrey\scammed.txt,10,test,Opponent,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)b2b4 / {18:39}(0T2)e7e6 
3.{20:05}(0T3)Bc1b2 / {17:12}(0T3)h7h5 
4.{20:05}(0T4)Qd1f3 / {16:41}(0T4)Nb8c6 
5.{19:30}(0T5)Ng1h3 / {14:36}(0T5)b7b6 
6.{19:15}(0T6)b4b5 / {14:29}(0T6)Nc6b4 
7.{18:53}(0T7)Bf1d3 / {14:21}(0T7)Ra8b8 
8.{18:47}(0T8)Nh3f4 / {13:11}(0T8)Qd8e7 
9.{16:58}(0T9)Nf4g6 / {12:37}(0T9)Nb4d3 
10.{16:58}(0T10)c2d3 / {12:27}(0T10)f7g6 
11.{16:58}(0T11)Qf3g3 / {11:01}(0T11)Nf6g4 
12.{15:41}(0T12)Qg3c7 / {8:55}(0T12)Qe7d6 
13.{13:27}(0T13)Bb2e5 / {8:33}(0T13)Ng4e5 
14.{13:37}(0T14)Qc7>>(0T13)d8 / {3:41}(0T14)Bf8>>(0T9)f3 
15.{13:37}(-1T10)Ng6e7 / {3:30}(-1T10)Bf8e7 
16.{13:37}(-1T11)g2f3 / {0:21}(-1T11)Nf6d5 
17.{11:08}(-1T12)Bb2g7 / {0:26}(-1T12)Ke8>>(0T13)e7 
18.{10:45}(-1T13)Bg7f8 (-2T14)Ke1e2 (0T15)Ke1e2 ",1,0,2023.05.30,,
